Date,Consumer Discretionary,Consumer Staples,Health Care
2007-04-16,311.989990234375,283.1199951171875,420.0299987792969
2007-04-23,311.5,281.8399963378906,420.6499938964844
2007-04-30,311.1000061035156,281.3800048828125,425.4599914550781
2007-05-07,309.8999938964844,278.7699890136719,420.1700134277344
2007-05-14,313.760009765625,283.5799865722656,424.2099914550781
2007-05-21,313.0199890136719,282.489990234375,424.260009765625
2007-05-28,317.57000732421875,287.17999267578125,425.4700012207031
2007-06-04,310.5400085449219,282.32000732421875,415.1300048828125
2007-06-11,313.9100036621094,282.57000732421875,418.54998779296875
2007-06-18,310.1700134277344,277.2799987792969,405.6600036621094
2007-06-25,310.2099914550781,278.44000244140625,409.010009765625
2007-07-02,317.07000732421875,280.94000244140625,413.760009765625
2007-07-09,316.44000244140625,284.5799865722656,417.5799865722656
2007-07-16,311.57000732421875,280.1300048828125,408.4800109863281
2007-07-23,292.9700012207031,272.5799865722656,391.69000244140625
2007-07-30,287.1199951171875,273.05999755859375,391.2799987792969
2007-08-06,288.29998779296875,279.0799865722656,394.75
2007-08-13,281.8599853515625,276.8900146484375,393.0799865722656
2007-08-20,290.95001220703125,279.7099914550781,400.45001220703125
2007-08-27,292.82000732421875,278.510009765625,399.8399963378906
2007-09-03,283.45001220703125,275.3500061035156,397.2099914550781
2007-09-10,289.6199951171875,281.6400146484375,404.0199890136719
2007-09-17,293.30999755859375,286.54998779296875,411.6499938964844
2007-09-24,289.95001220703125,290.1000061035156,411.5799865722656
2007-10-01,299.989990234375,290.2799987792969,420.2699890136719
2007-10-08,298.44000244140625,292.8699951171875,420.2300109863281
2007-10-15,284.0299987792969,287.4700012207031,408.8299865722656
2007-10-22,287.8800048828125,294.1199951171875,414.3900146484375
2007-10-29,281.6000061035156,290.739990234375,411.239990234375
2007-11-05,268.29998779296875,290.17999267578125,404.6199951171875
2007-11-12,268.2300109863281,297.6700134277344,412.8299865722656
2007-11-19,263.989990234375,296.8699951171875,409.0400085449219
2007-11-26,273.0299987792969,303.3299865722656,422.80999755859375
2007-12-03,273.80999755859375,305.4700012207031,425.20001220703125
2007-12-10,261.7300109863281,301.9700012207031,415.010009765625
2007-12-17,263.1400146484375,303.8699951171875,417.8999938964844
2007-12-24,260.2200012207031,302.67999267578125,413.3599853515625
2007-12-31,243.5800018310547,292.92999267578125,404.1600036621094
2008-01-07,238.86000061035156,295.75,423.67999267578125
2008-01-14,234.33999633789062,283.5899963378906,403.1199951171875
2008-01-21,243.55999755859375,277.8900146484375,382.2300109863281
2008-01-28,259.8699951171875,286.1400146484375,393.5299987792969
2008-02-04,248.3300018310547,280.010009765625,383.5299987792969
2008-02-11,253.32000732421875,284.7900085449219,386.6300048828125
2008-02-18,252.72999572753906,285.760009765625,384.05999755859375
2008-02-25,245.67999267578125,282.8299865722656,379.69000244140625
2008-03-03,237.82000732421875,281.3999938964844,367.5799865722656
2008-03-10,235.0,280.1700134277344,354.79998779296875
2008-03-17,247.25999450683594,288.1700134277344,364.3800048828125
2008-03-24,240.74000549316406,291.67999267578125,364.0799865722656
2008-03-31,252.5,293.80999755859375,369.67999267578125
2008-04-07,243.30999755859375,289.3599853515625,365.9100036621094
2008-04-14,252.75999450683594,290.9100036621094,367.75
2008-04-21,255.08999633789062,289.79998779296875,369.6499938964844
2008-04-28,261.44000244140625,291.55999755859375,372.739990234375
2008-05-05,253.75999450683594,287.42999267578125,363.8900146484375
